"locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order_","family","genus","scientificNameAuthorship","FID"
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",165711,"Stylissa massa","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Stylissa","(Carter, 1887)",284
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",144011,"Hydrolithon","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Hydrolithon","(Foslie) Foslie, 1909",285
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",211627,"Amphiroa tribulus","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","(J.Ellis & Solander) J.V.Lamouroux, 1816",286
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",211520,"Halimeda distorta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(Yamada) Hillis-Colinvaux, 1968",287
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",211635,"Amphiroa crassa","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","J.V.Lamouroux, 1824",288
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",144252,"Rhodymenia sp. 3","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Rhodymeniaceae","Rhodymenia","Greville, 1830",289
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",375092,"Lithophyllum flavescens","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Lithophyllum","Keats, 1997",290
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",143914,"Laurencia sp.","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Laurencia","J.V.Lamouroux, 1813",291
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",168320,"Neofibularia hartmani","Animalia","Porifera","Demospongiae","Poecilosclerida","Desmacellidae","Neofibularia","Hooper & Lévi, 1993",292
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",220818,"Hypnea nidulans","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Hypnea","Setchell, 1924",293
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",221169,"Avrainvillea lacerata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Dichotomosiphonaceae","Avrainvillea","Harvey ex J.Agardh, 1887",294
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",211485,"Caulerpa serrulata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1837",295
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",221476,"Turbinaria conoides","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Turbinaria","(J.Agardh) Kützing, 1860",296
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",211510,"Halimeda macrophysa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Askenasy, 1888",297
"Vanua Levu Kakaulevu Reef flat outer slope",-16.191333,179.46545,"WGS84",30,"POINT (179.46545 -16.191333)",221490,"Turbinaria ornata","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Turbinaria","(Turner) J.Agardh, 1848",298
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",211534,"Udotea orientalis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","A.Gepp & E.S.Gepp, 1911",299
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",372306,"Halimeda minima","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(W.R.Taylor) Hillis-Colinvaux, 1968",300
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",241215,"Halimeda lacunalis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",301
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131767,"Hyrtios sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Hyrtios","Duchassaing & Michelotti, 1864",302
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",211746,"Chlorodesmis fastigiata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","(C.Agardh) S.C.Ducker, 1969",303
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",166770,"Niphates sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Niphatidae","Niphates","Duchassaing & Michelotti, 1864",304
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",144027,"Titanoderma","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Titanoderma","Nägeli, 1858",305
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",145688,"Stylonema alsidii","Plantae","Rhodophyta","Stylonematophyceae","Stylonematales","Stylonemataceae","Stylonema","(Zanardini) K.M.Drew, 1956",306
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",165287,"Phyllospongia papyracea","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Phyllospongia","(Esper, 1794)",307
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",145381,"Lobophora variegata","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Lobophora","(J.V.Lamouroux) Womersley ex E.C.Oliveira, 1977",308
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",613660,"Rhipilia penicilloides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.D.R.N'Yeurt & D.W.Keats, 1997",309
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",144487,"Rhipilia tenaculosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.Gepp & E.S.Gepp, 1911",310
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",214424,"Tydemania expeditionis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Tydemania","Weber-van Bosse, 1901",311
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",503069,"Asteromenia anastomosans","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Hymenocladiaceae","Asteromenia","(Weber-van Bosse) G.W.Saunders, C.E.Lane, C.W.Schneider & Kraft, 2006",312
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",144472,"Caulerpa racemosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1873",313
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",373488,"Galaxaura divaricata","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Galaxaura","(Linnaeus) Huisman & R.A.Townsend, 1993",314
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",211520,"Halimeda distorta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(Yamada) Hillis-Colinvaux, 1968",315
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",374216,"Halimeda gigas","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",316
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",145281,"Peyssonnelia inamoena","Plantae","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Peyssonnelia","Pilger, 1911",317
"Bud reef' Nananikita bud reef  eastern edge",-16.54185,179.6966,"WGS84",30,"POINT (179.6966 -16.54185)",372306,"Halimeda minima","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(W.R.Taylor) Hillis-Colinvaux, 1968",318
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211475,"Caulerpa lentillifera","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","J.Agardh, 1837",319
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",132286,"Leucetta solida","Animalia","Porifera","Calcarea","Clathrinida","Leucettidae","Leucetta","(Schmidt, 1862)",320
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",143823,"Rhipilia sp. 1","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","Kützing, 1858",321
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",143823,"Rhipilia sp. 2","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","Kützing, 1858",322
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",375077,"Caulerpa bikinensis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","W.R.Taylor, 1950",323
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211478,"Caulerpa sedoides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","C.Agardh, 1817",324
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",143996,"Cladophora sp.","Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Cladophoraceae","Cladophora","Kützing, 1843",325
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",372322,"Predaea weldii","Plantae","Rhodophyta","Florideophyceae","Nemastomatales","Nemastomataceae","Predaea","Kraft & I.A.Abbott, 1971",326
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",373488,"Galaxaura divaricata","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Galaxaura","(Linnaeus) Huisman & R.A.Townsend, 1993",327
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211746,"Chlorodesmis fastigiata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","(C.Agardh) S.C.Ducker, 1969",328
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",371835,"Caulerpa nummularia","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Harvey ex J.Agardh, 1873",329
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",372320,"Gibsmithia dotyi","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Gibsmithia","Kraft & R.W.Ricker, 1984",330
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",144472,"Caulerpa racemosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1873",331
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",214431,"Gibsmithia hawaiiensis","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Gibsmithia","Doty, 1963",332
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211528,"Halimeda micronesica","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Yamada, 1941",333
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211541,"Udotea glaucescens","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Harvey ex J.Agardh, 1887",334
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211520,"Halimeda distorta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(Yamada) Hillis-Colinvaux, 1968",335
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",372306,"Halimeda minima","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(W.R.Taylor) Hillis-Colinvaux, 1968",336
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",144477,"Caulerpa webbiana","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Montagne, 1837",337
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",144487,"Rhipilia tenaculosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.Gepp & E.S.Gepp, 1911",338
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",131745,"Dysidea sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Johnston, 1842",339
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",144714,"Dasya baillouviana","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasya","(S.G.Gmelin) Montagne, 1841",340
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",131759,"Spongia sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Linnaeus, 1759",341
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211743,"Chlorodesmis hildebrandtii","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","A.Gepp & E.S.Gepp, 1911",342
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",166770,"Niphates sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Niphatidae","Niphates","Duchassaing & Michelotti, 1864",343
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",608244,"Cyanocystis olivacea","Bacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Dermocarpellaceae","Cyanocystis","(Reinsch) Komárek & Anagnostidis, 1986",344
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",145281,"Peyssonnelia inamoena","Plantae","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Peyssonnelia","Pilger, 1911",345
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",168716,"Diacarnus spinipoculum","Animalia","Porifera","Demospongiae","Poecilosclerida","Podospongiidae","Diacarnus","(Carter, 1879)",346
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",211743,"Chlorodesmis hildebrandtii","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","A.Gepp & E.S.Gepp, 1911",347
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",211746,"Chlorodesmis fastigiata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","(C.Agardh) S.C.Ducker, 1969",348
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",169616,"Aplysinella sp.","Animalia","Porifera","Demospongiae","Verongida","Aplysinellidae","Aplysinella","Bergquist, 1980",349
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",145240,"Cryptonemia lomation","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Cryptonemia","(Bertoloni) J.Agardh, 1851",350
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",376138,"Rhipilia sinuosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","Gilbert, 1978",351
"Nukusemanu reef Outer slope north of atoll",-16.276017,179.478033,"WGS84",30,"POINT (179.478033 -16.276017)",211642,"Halymenia dilatata","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","Zanardini, 1851",352
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",371668,"Herposiphonia nuda","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Herposiphonia","Hollenberg, 1968",353
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",613660,"Rhipilia penicilloides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.D.R.N'Yeurt & D.W.Keats, 1997",354
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",144481,"Halimeda discoidea","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Decaisne, 1842",355
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",144023,"Pneophyllum","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Pneophyllum","Kützing, 1843",356
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",374219,"Udotea geppiorum","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Yamada, 1930",357
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",146339,"Ceramium flaccidum","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Ceramium","(Harvey ex Kützing) Ardissone, 1871",358
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",177509,"Lyngbya majuscula","Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Lyngbya","Harvey ex Gomont, 1892",359
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",144472,"Caulerpa racemosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1873",360
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",144487,"Rhipilia tenaculosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.Gepp & E.S.Gepp, 1911",361
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",131745,"Dysidea sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Johnston, 1842",362
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",377132,"Halimeda heteromorpha","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","N'Yeurt, 2006",363
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",371241,"Halymenia porphyraeformis","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","Parkinson, 1980",364
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",221173,"Avrainvillea erecta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Dichotomosiphonaceae","Avrainvillea","(Berkeley) A.Gepp & E.S.Gepp, 1911",365
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",131759,"Spongia sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Linnaeus, 1759",366
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",211510,"Halimeda macrophysa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Askenasy, 1888",367
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",144456,"Bryopsis pennata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Bryopsidaceae","Bryopsis","J.V.Lamouroux, 1809",368
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",131999,"Jaspis sp.","Animalia","Porifera","Demospongiae","Astrophorida","Ancorinidae","Jaspis","Gray, 1867",369
"Ile Yanuca Along coast at northern tip of island",-16.49355,179.698867,"WGS84",30,"POINT (179.698867 -16.49355)",214306,"Dictyopteris repens","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyopteris","(Okamura) Børgesen, 1924",370
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",211520,"Halimeda distorta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(Yamada) Hillis-Colinvaux, 1968",371
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",211737,"Codium mamillosum","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","Harvey, 1855",372
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",144045,"Halymenia sp.","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","C.Agardh, 1817",373
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",165705,"Stylissa carteri","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Stylissa","(Dendy, 1889)",374
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",165605,"Ptilocaulis sp.","Animalia","Porifera","Demospongiae","Halichondrida","Axinellidae","Ptilocaulis","Carter, 1883",375
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",145017,"Microdictyon umbilicatum","Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Anadyomenaceae","Microdictyon","(Velley) Zanardini, 1862",376
"Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island",-16.1127,179.187733,"WGS84",30,"POINT (179.187733 -16.1127)",144487,"Rhipilia tenaculosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.Gepp & E.S.Gepp, 1911",377
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",214424,"Tydemania expeditionis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Tydemania","Weber-van Bosse, 1901",378
"Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island",-16.1127,179.187733,"WGS84",30,"POINT (179.187733 -16.1127)",211513,"Halimeda cylindracea","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Decaisne, 1842",379
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",144462,"Derbesia marina","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Derbesiaceae","Derbesia","(Lyngbye) Solier, 1846",380
"Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island",-16.1127,179.187733,"WGS84",30,"POINT (179.187733 -16.1127)",221173,"Avrainvillea erecta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Dichotomosiphonaceae","Avrainvillea","(Berkeley) A.Gepp & E.S.Gepp, 1911",381
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",131825,"Callyspongia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Duchassaing & Michelotti, 1864",382
"Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island",-16.1127,179.187733,"WGS84",30,"POINT (179.187733 -16.1127)",164922,"Dysidea arenaria","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Bergquist, 1965",383
"Bud reef' Lagoon pinnacle across from Yavu Island",-16.4928,179.7494,"WGS84",30,"POINT (179.7494 -16.4928)",211632,"Amphiroa ephedraea","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","(Lamarck) Decaisne, 1842",384
"Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island",-16.1127,179.187733,"WGS84",30,"POINT (179.187733 -16.1127)",167960,"Echinodictyum sp.","Animalia","Porifera","Demospongiae","Poecilosclerida","Raspailiidae","Echinodictyum","Ridley, 1881",385
