"locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order_","family","genus","scientificNameAuthorship","FID"
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",131825,"Callyspongia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Duchassaing & Michelotti, 1864",899
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211510,"Halimeda macrophysa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Askenasy, 1888",900
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",169698,"Pseudoceratina sp.","Animalia","Porifera","Demospongiae","Verongida","Pseudoceratinidae","Pseudoceratina","Carter, 1885",901
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211541,"Udotea glaucescens","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Harvey ex J.Agardh, 1887",902
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",131847,"Petrosia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Vosmaer, 1885",903
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",165313,"Dactylospongia metachromia","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Dactylospongia","(de Laubenfels, 1954)",904
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",165409,"Thorecta sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Thorecta","Lendenfeld, 1888",905
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",214424,"Tydemania expeditionis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Tydemania","Weber-van Bosse, 1901",906
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211534,"Udotea orientalis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","A.Gepp & E.S.Gepp, 1911",907
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",374216,"Halimeda gigas","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",908
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211520,"Halimeda distorta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(Yamada) Hillis-Colinvaux, 1968",909
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",373488,"Galaxaura divaricata","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Galaxaura","(Linnaeus) Huisman & R.A.Townsend, 1993",910
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211746,"Chlorodesmis fastigiata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","(C.Agardh) S.C.Ducker, 1969",911
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",213982,"Titanophora weberae","Plantae","Rhodophyta","Florideophyceae","Nemastomatales","Schizymeniaceae","Titanophora","Børgesen, 1943",912
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",166770,"Niphates sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Niphatidae","Niphates","Duchassaing & Michelotti, 1864",913
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",144481,"Halimeda discoidea","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Decaisne, 1842",914
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211627,"Amphiroa tribulus","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","(J.Ellis & Solander) J.V.Lamouroux, 1816",915
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",211635,"Amphiroa crassa","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","J.V.Lamouroux, 1824",916
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",168320,"Neofibularia hartmani","Animalia","Porifera","Demospongiae","Poecilosclerida","Desmacellidae","Neofibularia","Hooper & Lévi, 1993",917
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",131852,"Oceanapia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","Norman, 1869",918
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211498,"Caulerpa brachypus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Harvey, 1860",919
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",213851,"Portieria hornemannii","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Rhizophyllidaceae","Portieria","(Lyngbye) P.C.Silva, 1987",920
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211485,"Caulerpa serrulata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1837",921
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",145254,"Halymenia floresia","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","(Clemente) C. Agardh, 1807",922
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",211768,"Acanthophora spicifera","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Acanthophora","(M.Vahl) Børgesen, 1910",923
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",168795,"Strongylacidon sp.","Animalia","Porifera","Demospongiae","Poecilosclerida","Chondropsidae","Strongylacidon","Lendenfeld, 1897",924
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",145381,"Lobophora variegata","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Lobophora","(J.V.Lamouroux) Womersley ex E.C.Oliveira, 1977",925
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211478,"Caulerpa sedoides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","C.Agardh, 1817",926
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",144252,"Rhodymenia sp. 1","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Rhodymeniaceae","Rhodymenia","Greville, 1830",927
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",372320,"Gibsmithia dotyi","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Gibsmithia","Kraft & R.W.Ricker, 1984",928
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",145567,"Gelidiella acerosa","Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiellaceae","Gelidiella","(Forsskål) Feldmann & G.Hamel, 1934",929
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",166234,"Callyspongia (Euplacella) sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Lendenfeld, 1887",930
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211673,"Valoniopsis pachynema","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae","Valoniopsis","(G.Martens) Børgesen, 1934",931
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",144456,"Bryopsis pennata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Bryopsidaceae","Bryopsis","J.V.Lamouroux, 1809",932
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",212202,"Gelidiopsis scoparia","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Lomentariaceae","Gelidiopsis","(Montagne & Millardet) De Toni, 1900",933
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",144472,"Caulerpa racemosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1873",934
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",144481,"Halimeda discoidea","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Decaisne, 1842",935
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",144487,"Rhipilia tenaculosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.Gepp & E.S.Gepp, 1911",936
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",169769,"Plakortis nigra","Animalia","Porifera","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakortis","Lévi, 1953",937
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",165287,"Phyllospongia papyracea","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Phyllospongia","(Esper, 1794)",938
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",169999,"Stelletta splendens","Animalia","Porifera","Demospongiae","Astrophorida","Ancorinidae","Stelletta","Tanita, 1965",939
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",145884,"Valonia utricularis","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae","Valonia","(Roth) C.Agardh, 1823",940
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",145281,"Peyssonnelia inamoena","Plantae","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Peyssonnelia","Pilger, 1911",941
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211642,"Halymenia dilatata","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","Zanardini, 1851",942
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211635,"Amphiroa crassa","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","J.V.Lamouroux, 1824",943
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",145381,"Lobophora variegata","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Lobophora","(J.V.Lamouroux) Womersley ex E.C.Oliveira, 1977",944
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",211632,"Amphiroa ephedraea","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","(Lamarck) Decaisne, 1842",945
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",144175,"Platoma sp.","Plantae","Rhodophyta","Florideophyceae","Nemastomatales","Schizymeniaceae","Platoma","Schousboe ex F.Schmitz, 1894",946
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",145120,"Hydrolithon onkodes","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Hydrolithon","(Heydrich) D.Penrose & Woelkerling, 1992",947
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",374219,"Udotea geppiorum","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Yamada, 1930",948
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",2,"Dysidea lizardensis","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Hooper, Schlacher & Carroll, MS",949
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",613660,"Rhipilia penicilloides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.D.R.N'Yeurt & D.W.Keats, 1997",950
"Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope",-16.314117,178.909917,"WGS84",30,"POINT (178.909917 -16.314117)",169698,"Pseudoceratina sp.","Animalia","Porifera","Demospongiae","Verongida","Pseudoceratinidae","Pseudoceratina","Carter, 1885",951
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",164988,"Lamellodysidea herbacea","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Lamellodysidea","(Keller, 1889)",952
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",145745,"Tricleocarpa fragilis","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Tricleocarpa","(Linnaeus) Huisman & R.A.Townsend, 1993",953
"Vanua Levu N-NW slope of Laukotolailai Reef",-16.636783,178.492,"WGS84",30,"POINT (178.492 -16.636783)",144223,"Plocamium sp.","Plantae","Rhodophyta","Florideophyceae","Plocamiales","Plocamiaceae","Plocamium","J.V.Lamouroux, 1813",954
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",171287,"Cinachyrella sp.","Animalia","Porifera","Demospongiae","Spirophorida","Tetillidae","Cinachyrella","Wilson, 1925",955
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",171316,"Cinachyrella schulzei","Animalia","Porifera","Demospongiae","Spirophorida","Tetillidae","Cinachyrella","(Keller, 1891)",956
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",372306,"Halimeda minima","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(W.R.Taylor) Hillis-Colinvaux, 1968",957
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",371818,"Cladophora ohkuboana","Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Cladophoraceae","Cladophora","Holmes, 1896",958
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",171296,"Cinachyrella australiensis","Animalia","Porifera","Demospongiae","Spirophorida","Tetillidae","Cinachyrella","(Carter, 1886)",959
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",211595,"Actinotrichia fragilis","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Actinotrichia","(Forsskål) Børgesen, 1932",960
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",211541,"Udotea glaucescens","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Harvey ex J.Agardh, 1887",961
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",214424,"Tydemania expeditionis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Tydemania","Weber-van Bosse, 1901",962
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",211510,"Halimeda macrophysa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Askenasy, 1888",963
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",211627,"Amphiroa tribulus","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","(J.Ellis & Solander) J.V.Lamouroux, 1816",964
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",373488,"Galaxaura divaricata","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Galaxaura","(Linnaeus) Huisman & R.A.Townsend, 1993",965
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",211520,"Halimeda distorta","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(Yamada) Hillis-Colinvaux, 1968",966
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",211523,"Halimeda fragilis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",967
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",2,"Dysidea lizardensis","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Hooper, Schlacher & Carroll, MS",968
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",167454,"Zyzzya fuliginosa","Animalia","Porifera","Demospongiae","Poecilosclerida","Acarnidae","Zyzzya","(Carter, 1879)",969
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",371835,"Caulerpa nummularia","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Harvey ex J.Agardh, 1873",970
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",168440,"Coelocarteria singaporensis","Animalia","Porifera","Demospongiae","Poecilosclerida","Isodictyidae","Coelocarteria","(Carter, 1883)",971
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",132286,"Leucetta solida","Animalia","Porifera","Calcarea","Clathrinida","Leucettidae","Leucetta","(Schmidt, 1862)",972
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",131771,"Agelas sp. nov","Animalia","Porifera","Demospongiae","Agelasida","Agelasidae","Agelas","Duchassaing & Michelotti, 1864",973
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",503069,"Asteromenia anastomosans","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Hymenocladiaceae","Asteromenia","(Weber-van Bosse) G.W.Saunders, C.E.Lane, C.W.Schneider & Kraft, 2006",974
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",165705,"Stylissa carteri","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Stylissa","(Dendy, 1889)",975
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",144472,"Caulerpa racemosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1873",976
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",165711,"Stylissa massa","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Stylissa","(Carter, 1887)",977
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",144477,"Caulerpa webbiana","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Montagne, 1837",978
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",131825,"Callyspongia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Duchassaing & Michelotti, 1864",979
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",145191,"Neogoniolithon brassica-florida","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Neogoniolithon","(Harvey) Setchell & L.R.Mason, 1943",980
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",165782,"Epipolasis sp.","Animalia","Porifera","Demospongiae","Halichondrida","Halichondriidae","Epipolasis","de Laubenfels, 1936",981
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",145238,"Cryptonemia crenulata","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Cryptonemia","(J.Agardh) J.Agardh, 1851",982
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",169698,"Pseudoceratina sp.","Animalia","Porifera","Demospongiae","Verongida","Pseudoceratinidae","Pseudoceratina","Carter, 1885",983
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",145883,"Valonia macrophysa","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae","Valonia","Kützing, 1843",984
"Vanua Levu Reef in channel between Lawake Island and Namoli Reef",-16.431783,178.865183,"WGS84",30,"POINT (178.865183 -16.431783)",145383,"Padina boryana","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Padina","Thivy, 1966",985
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",214434,"Corynocystis prostrata","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Corynocystaceae","Corynocystis","Kraft, 1999",986
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",165257,"Carteriospongia contorta","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Carteriospongia","Bergquist, Ayling & Wilkinson, 1988",987
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",165287,"Phyllospongia papyracea","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Phyllospongia","(Esper, 1794)",988
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",211681,"Valonia fastigiata","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae","Valonia","Harvey ex J.Agardh, 1887",989
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",214429,"Haloplegma duperreyi","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Haloplegma","Montagne, 1842",990
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",165651,"Acanthella cavernosa","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Acanthella","Dendy, 1922",991
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",168320,"Neofibularia hartmani","Animalia","Porifera","Demospongiae","Poecilosclerida","Desmacellidae","Neofibularia","Hooper & Lévi, 1993",992
"Vanua Levu Ravi Ravi channel eastern edge of pass near outlet",-16.323117,178.929983,"WGS84",30,"POINT (178.929983 -16.323117)",169886,"Rhabdastrella globostellata","Animalia","Porifera","Demospongiae","Astrophorida","Ancorinidae","Rhabdastrella","(Carter, 1883)",993
